trackId,bundleId,trackName,primaryGenre,sellerName,country
1635115320,org.naiotechnologies.naiocompanion,Naio Companion,Utilities,NAIO TECHNOLOGIES,us
6476137607,com.hyclor.hyclor,Hy-Clor Robot Cleaners,Utilities,"WYBOTICS CO.,LTD",us
6447150656,com.yongli.kokobots,KOKOBOTS,Utilities,"Shanghai EverTrend Enterprise Co., Ltd.",us
1459604671,com.donirobot.smartx,DoniHome,Lifestyle,Guangdong Leiyon Intelligence Technology Corp,us
1644300826,com.hxh.vacuum,Robot iVacuum: Home Cleaning,Utilities,Hoa Huynh,us
1278290865,it.centrosistemi.wiperservice,Wiper Service,Utilities,Zucchetti Centro Sistemi S.p.A.,us
1603182509,com.teendow.smart,Teendow,Utilities,"Weizhisheng TECHNOLOGY (Shenzhen) Co., Ltd.",us
1604147294,com.yunshi.OKP,OKP,Lifestyle,"Shenzhen USEER Robotics Co., Ltd",us
1602257625,com.robot.massage,MassageRobot,Health & Fitness,Massage Robotics Inc.,us
6444395328,com.goodlife.holdings.ConnectRobot,Connect Robot Vacuum Cleaner,Lifestyle,GOODLIFE HOLDINGS COMPANY,us
1510062356,com.ilife.global.aliyun,ILIFEHOME,Utilities,SHENZHEN ZHIYI TECHNOLOGY CO.LTD,us
1480187168,com.samsung.powerbot.e,POWERbot-E,Utilities,"Samsung Electronics Co., Ltd.",us
6449586664,com.kingyears.mowerRobot,Robotic Mower,Utilities,"SHANGHAI SUNSEEKER ROBOTIC TECHNOLOGY CO., LTD.",us
6504791824,com.extravishome.smart,EXTRAVIS,Utilities,"Linksmart Technology(Zhongshan) Co., Ltd.",us
6478852670,com.tulu.tuvacs,Tuvacs,Utilities,"Shenzhen Tunnu Innovation Co., Ltd.",us
1447480176,com.youren.SAMBAROBOT,SAMBA ROBOT,Utilities,Naturhogar S.L.U,us
1527803609,com.reecoo.smart,Hrobot cleaner,Utilities,"Shenzhen Reecoo Fashion Electronic Co.,Ltd,",us
1551266438,com.ayi.app,ayi robot,Utilities,?идиии┤ Dбш,us
6447345112,com.ropvacnic.smart,ROPVACNIC,Utilities,"Foshan Hongxiaoqiang Commerce and Trade Co., Ltd.",us
6446878618,com.haibaina.neatsvor,Neatsvor Home,Utilities,"Hangzhou Jumei Electronic Commerce Co., Ltd.",us
1540534954,com.thundersoft.positeciot,NoesisHome,Lifestyle,"Positec Technology (China) Co., Ltd.",us
1622793082,com.uwant.smart,UWANT HOME,Utilities,"Suzhou Jiuxuanyouwei Software Technology Co.,Ltd",us
1587709669,es.cecotec.s8090,Conga 8090,Utilities,CECOTEC INNOVACIONES SL,us
1479399330,com.mellerwere.city,Mellerware,Utilities,"Engineering and Technology for Life, SL",us
1598291613,com.honor.smarthome,Honor Choice,Utilities,?? ?ид,us
6447751355,com.yscoco.obsweeper.apps,Intelligent Robot Vacuums,Utilities,2ио?и╣ ?бъ,us
1610103337,cc.robart.Romy,Romy Robot,Lifestyle,Robart GmbH,us
1384926123,com.eurogreen.mobileapp,Eurogreen,Utilities,Yamabiko Europe SA,us
1515653580,com.mideaclean.jk,SENCOR,Utilities,"Robozone Technology Co.,Ltd.",us
6504991177,com.yx.clean.mobile,Wimsha Robot,Utilities,"Hangzhou Winner Business Machine Co., Ltd.",us
6749005783,com.toro.turfpro.connect,TurfPro Connect,Utilities,The Toro Company,us
1455824805,ai.lambot.vacuum.banggood,BlitzWolf Clean,Lifestyle,TONG DE LIMITED,us
6450877951,com.longto.robot,Longto,Utilities,"LONGTO (SUZHOU) CO., LTD",us
1365447144,com.silverstar.smart,Silverstar Smart,Utilities,"Shenzhen Silver Star Intelligent Technology Co., Ltd.",us
6475290657,com.cn.epro,ePro Select,Utilities,Shenzhen Epro Software Co. Ltd,us
6736858888,com.udeer.robot,UDEERAI,Utilities,"Zhejiang Udeer Robot Technology Co., Ltd",us
6738042089,com.kwunphi.smartbot,SmartBot Solar,Utilities,"SHENZHEN KWUNPHI ROBOT CO., LTD.",us
1437499476,com.youren.HMOTION,H-MOTION,Utilities,"Guangzhou Haocheng Intelligent Technology Co.,Ltd.",us
1347068366,com.youren.finluxPro,FinluxBot,Utilities,"Guangzhou Haocheng Intelligent Technology Co.,Ltd.",us
6451108638,com.xingmai.tech,Beatbot,Utilities,"Xingmai Innovation Technology (Suzhou) Co., Ltd.",us
1469506857,es.cecotec.s5090v1,Conga 5090,Utilities,CECOTEC INNOVACIONES SL,us
1614185542,com.airrobo.iot,AIRROBO,Utilities,UBTECH ROBOTICS CORP,us
1160661669,com.leiyon.www.cleanRobot,DoniRobot,Lifestyle,Guangdong Leiyon Intelligence Technology Corp,us
1519724449,com.DeLin.Mower,ROBOT 2 MOW,Utilities,"NINGBO NGP INDUSTRY CO.,LTD",us
6446931850,de.robotmakers.connect,RMconnect,Utilities,Robot Makers GmbH,us
1518225916,com.consequentialrobotics.miro,MIRO,Education,Consequential Robotics Ltd,us
1561102371,com.lolorobo.go,LoLo Go,Lifestyle,"Xiamen LoLoRoBo Co., LTD",us
6736896363,com.agibot.aimmaster,AimMaster,Utilities,"Shanghai Zhiyuan Xinchuang Technology Co., Ltd.",us
1660901528,com.dronefordjifly.free,Drones for DJI,Productivity,GloryskyX Studio LLC,us
1471622385,com.lcfld.fldpublic,WiFi UAV,Entertainment,?? ??,us
1453997684,droneag.SkippyScout,Skippy Scout,Business,Drone Ag Limited,us
1138193193,com.tombrereton.imavlink.100,SidePilot,Utilities,Tom Brereton,us
1342207871,com.udirc.potensic,Potensic,Entertainment,"Shenzhen Huizhidi Technology co.,ltd.",us
943780750,com.dji.pilot,DJI GO,Entertainment,"SZ DJI TECHNOLOGY CO., LTD",us
1455273103,com.spexigeo.ios,Spexi,Utilities,Spexi Geospatial Inc.,us
1482995657,com.ipotensic.potensicpro,PotensicPro,Photo & Video,"Shenzhen Potensic Intelligent Co., Ltd.",us
1395815245,com.autelrobotics.AutelExplorer,Autel Explorer,Photo & Video,"Autel Robotics Co., Ltd.",us
1173323776,com.dronaaviation.controller,Pluto Controller,Education,Drona Aviation Private Limited,us
1671748757,com-autelrobotics-AutelExplorerV2,Autel Explorer V2,Photo & Video,"Autel Robotics Co., Ltd.",us
1512942657,com.holyStone.hsfly,HS FLY,Entertainment,"HOLY STONE TECHNOLOGY  Co.,Ltd.",us
6478535830,com.ipotensic.potensiceve,Potensic Eve,Photo & Video,"Shenzhen Potensic Intelligent Co., Ltd.",us
1540896570,com.contixo.f35,Contixo F35,Utilities,Contixo Inc.,us
1477946178,com.hiwonder.WonderPi,WonderPi,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
6447750347,com.HiWonder.WonderArm,WonderArm,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
6754969398,com.hiwonder.aimecha,AiMecha,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
6744817122,uni.UNIFC57F5C,ZYY_HEXO,Utilities,3ими║? ??,us
6738899814,com.xmindtech.smartRobot,XORIGIN AI,Lifestyle,"Shenzhen Xuanyuan Technology Co., Ltd.",us
6446391601,com.monarch.uat,MonarchUAT,Business,Zimeno Inc.,us
6445842326,com.monarch.nexusmobileapp,NexusMT,Productivity,Zimeno Inc.,us
1137040079,com.wowwee.chip-ios,CHiP - Your New Best Friend,Entertainment,WowWee Group Limited,us
6456773646,com.solinftec.solix,Solinftec Solix,Productivity,TECSOIL AUTOMACAO E SISTEMAS S.A.,us
6446349138,com.HiWonder.WonderCom,WonderCom,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
6737628236,com.ur.simulator,UR+ AR,Business,SevenBlue LLC,us
1578410337,com.pilotlab.scout,Moorebot Scout,Utilities,"Pilot Laboratories, Inc.",us
1087374760,com.wohand.wohand,SwitchBot,Lifestyle,"wonderlabs, Incorporated",us
1350731032,com.worx.landroid-remote-2018,Landroid,Lifestyle,Positec Tool Corporation,us
1628105999,ai.volta.mower,Volta AI,Lifestyle,Volta Robots s.r.l.,us
6738943716,com.haocheng.hkoenig,HKoenig_Robot,Utilities,"Guangzhou Haocheng Intelligent Technology Co.,Ltd.",us
6740230260,com.example.fanttik,Fanttik,Utilities,METASEE LLC,us
1555846309,com.trouver.smarthome,TROUVER,Productivity,"Spacewalker Technology (Suzhou) Co., Ltd",us
6502491113,com.dji.home,DJI Home,Utilities,"SZ DJI TECHNOLOGY CO., LTD",us
1517833028,com.dph.pathfly,One Click Drone,Utilities,Dronesperhour GmbH,us
6478538096,com.lcfld.ynfly,YN Fly,Utilities,?? ??,us
6478848481,com.holystone.hssiriu,HS Sirius,Photo & Video,"HOLY STONE TECHNOLOGY  Co.,Ltd.",us
1557382812,com.woqidai.holystonefpv,HolyStone-FPV,Entertainment,"HOLY STONE TECHNOLOGY  Co.,Ltd.",us
1458306194,com.hobottek.legee688,LEGEE-688,Utilities,Hobot Technology Inc.,us
6478389382,com.dog.magic,MagicDog,Utilities,"Magic Atomic Robotics Technology (Wuxi) Co., Ltd",us
6752745709,com.wyindustry.pozie,POZIE Robot Cleaners,Utilities,"WYBOTICS CO.,LTD",us
1623238891,com.lionsbot.lionsclean.v2,LionsClean V2,Lifestyle,LIONSBOT INTERNATIONAL PTE. LTD.,us
1590319820,net.cntb.www,AIBOT,Utilities,"Dongguan Meijinghong Industry Co., Ltd",us
1557226814,com.mideaclean.klauben,Klauben Cleanbot,Lifestyle,"Robozone Technology Co.,Ltd.",us
6476953175,com.wybotpool.latitude,Inopool Latitude,Lifestyle,"WYBOTICS CO.,LTD",us
6547837702,com.pool.robot.app,SMOROBOT,Utilities,"Suzhou Smorobot Technology Co., Ltd.",us
1571426955,com-Autel-Robotics.AutelFly,Autel Sky,Photo & Video,"Autel Robotics Co., Ltd.",cn
1436020829,com.YoucanRobot.dive.YoucanDive1,Youcan Dive,Utilities,Youcan Robotics (Shanghai) Co.Ltd,cn
1441504798,com.uascent.fuhuihong,Robotic Vacuums,Lifestyle,Universal Ascent Holdings Limited,cn
1484634700,com.haier.cleanrobot5,TATA Future,Utilities,"Shen Zhen 3i Robotics Co., Ltd.",cn
1596705660,com.boxin.toppersapp,TOPPERS,Lifestyle,"Shen Zhen 3i Robotics Co., Ltd.",cn
6448342985,com.yunzyo.iosApp,G2 MOW,Utilities,"NINGBO NGP INDUSTRY CO.,LTD",cn
1438424530,com.perform.TennibotReact,Tennibot,Sports,Tennibot LLC,cn
6443791289,com.kiltersystems.remote,Kilter Remote,Business,Kilter AS,cn
6497876939,tech.smaut.app,AutoMowing,Productivity,"SNT. AUTONOMOUS SOLUTIONS, s.r.o.",cn
1473916197,HeadHonor.drone.com,GPS Drone,Utilities,?a?б┬ ??,cn
1486555370,com.cooingdv.KYFPV,KY FPV,Entertainment,"shenzhen cooingdv technology co.,ltd.",cn
6503343866,com.lcfld.pihotgo,PiHOT Go,Utilities,?? ??,cn
6755858230,yj.com.DobotRover,INFFNI ROVER,Utilities,"Shenzhen Yuejiang Technology Co.,Ltd",cn
1273159550,com.gene.generov,Geneinno,Utilities,"Shenzhen Geneinno technology co.,ltd",cn
1385385389,com.phiradar.fishfinder.FishFinderII,iRemoteFishing,Utilities,?ижив? ??,cn
6744430131,com.hypershell.HypershellChina,Hypershell+,Health & Fitness,"Jike Technology (Shanghai) Co., Ltd",cn
1475094948,com.smartwellness.artibomanager,Artibo Manager,Education,JAE KWANG SHIN,cn
1483743275,com.skimlux.iPhone,Pool Robot,Productivity,Apps Dev Team s.r.o.,cn
1469182460,cc.robart.RobConnect-production,ROB-Connect,Lifestyle,Robart GmbH,cn
1347086826,com.youren.psnkPro,Proscenic Robotic,Utilities,"Proscenic Science and technology co., Ltd",jp
1447799998,com.youren.sencorRobotics,SENCOR Robotics,Utilities,"Guangzhou Haocheng Intelligent Technology Co.,Ltd.",jp
6736678185,com.yjh.app.cloud.j20,Jinny20,Utilities,"BIB Robotics Co.,Ltd",jp
6743963065,com.fairland.igarden.connector,iGarden Robotics,Lifestyle,"FAIRLAND HOLDINGS CO.,LTD",jp
6475812577,com.ursrobot.nexmowapp2,NEXMOW 2.0,Utilities,URSrobot AI Inc.,jp
1441620454,com.yusz.MOWOXBLEWIFI,Robot Mower,Utilities,"Ningbo Daye Garden Machinery Co.,Ltd.",de
1451622434,com.cub-cadet.app,CubCadet XR 2.0,Lifestyle,F ROBOTICS ACQUISTIONS LTD,de
1456753048,com.imaginae.aquatron.bwt,BWT RC,Utilities,BWT ROBOTICS POOL & SPA LTD,de
1137724381,com.aquatron,Aquabot RC,Utilities,BWT ROBOTICS POOL & SPA LTD,de
1566691900,com.ruike.bwineDrone,Bwine Drone,Utilities,"Shenzhen Coolle Chaowan Technology Co.,Ltd.",de
1566047191,com.lcfld.hasakeeq10,HASAKEE Q10,Entertainment,?? ??,de
1463551928,com.youren.iCLEBO,iCLEBO G,Lifestyle,"Yujin Robot Co., Ltd",kr
1528124556,com.beko.robot,Beko Robot,Utilities,Arcelik A.S.,fr
1601829112,com.aquatron.lbrc,LadyBot,Utilities,BWT ROBOTICS POOL & SPA LTD,gb
1601992804,com.aquatron.prowlerrc,Prowler RC,Utilities,BWT ROBOTICS POOL & SPA LTD,gb
1642464616,com.orionstar.robotadmin.global,Robot Admin,Utilities,"Beijing Orion Star Technology Co., Ltd.",gb
1534684645,com.hobottek.legee7,HOBOT LEGEE,Utilities,Hobot Technology Inc.,gb
1607251947,io.fieldbots.app,FieldBots,Utilities,FieldBots GmbH,gb
1521642059,com.yg-ai.Redmond,REDMOND Robot,Lifestyle,Shenzhen Yugong Technology Co. Ltd.,gb
1244648746,com.hadlinks.gforce,G-Force Robot,Utilities,"SUMEC Hardware Tools Co., Ltd.",gb
6450160038,com.sumter.easy.home.tlG1,TIDY LIVING,Utilities,"Shen Zhen 3i Robotics Co., Ltd.",gb
1406110365,com.maytronics.Maytronics-Tech,DolphinTech Plus,Utilities,Maytronics ltd.,gb
1523640255,MyFlyDream,MFD GO,Utilities,?б┬ивив ивo,gb
6448624054,com.lcfld.app4drc,4DRC Air,Entertainment,?? ??,gb
6446589580,com.farmdroid.mobile,Farmdroid App,Utilities,FarmDroid ApS,gb
6503038932,com.fjdynamics.mower,FJD Landscaping,Utilities,VIRTUX INNOVATIONS PTE. LTD.,gb
1522878874,com.stiga.frontmowertractor,STIGA.GO,Utilities,STIGA S.p.A.,gb
6630380100,com.weilan.aiks,WEILAN,Entertainment,"Nanjing Azure Intelligent Technology Co., LTD",gb
6744643064,com.robolta.iot,Robolta,Utilities,Yellow Sky Web Solutions,gb
6636480484,com.octiva.app,Octiva,Productivity,Octiva Development,gb
1578114382,com.woqidai.hs7200g,Ophelia FLY,Entertainment,"HOLY STONE TECHNOLOGY  Co.,Ltd.",gb
1567213128,com.aquatron.zettarc,Zetta RC,Utilities,BWT ROBOTICS POOL & SPA LTD,us
1296946424,com.mistyrobotics.Companion,Misty App,Business,"MISTY ROBOTICS, INC",us
6466156002,cn.com.epro.sweeper1,Dirt Devil Clean,Lifestyle,Shenzhen Epro Software Co. Ltd,us
1542426708,com.wyindustry.app,WYRobot,Utilities,"WYBOTICS CO.,LTD",gb
