trackId,bundleId,trackName,primaryGenre,sellerName,country
6478535830,com.ipotensic.potensiceve,Potensic Eve,Photo & Video,"Shenzhen Potensic Intelligent Co., Ltd.",us
1540896570,com.contixo.f35,Contixo F35,Utilities,Contixo Inc.,us
1477946178,com.hiwonder.WonderPi,WonderPi,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
6744817122,uni.UNIFC57F5C,ZYY_HEXO,Utilities,程昱 乔,us
6738899814,com.xmindtech.smartRobot,XORIGIN AI,Lifestyle,"Shenzhen Xuanyuan Technology Co., Ltd.",us
1578410337,com.pilotlab.scout,Moorebot Scout,Utilities,"Pilot Laboratories, Inc.",us
1087374760,com.wohand.wohand,SwitchBot,Lifestyle,"wonderlabs, Incorporated",us
1350731032,com.worx.landroid-remote-2018,Landroid,Lifestyle,Positec Tool Corporation,us
1555846309,com.trouver.smarthome,TROUVER,Productivity,"Spacewalker Technology (Suzhou) Co., Ltd",us
1517833028,com.dph.pathfly,One Click Drone,Utilities,Dronesperhour GmbH,us
6478538096,com.lcfld.ynfly,YN Fly,Utilities,文 张,us
6478848481,com.holystone.hssiriu,HS Sirius,Photo & Video,"HOLY STONE TECHNOLOGY  Co.,Ltd.",us
1557382812,com.woqidai.holystonefpv,HolyStone-FPV,Entertainment,"HOLY STONE TECHNOLOGY  Co.,Ltd.",us
1458306194,com.hobottek.legee688,LEGEE-688,Utilities,Hobot Technology Inc.,us
6752745709,com.wyindustry.pozie,POZIE Robot Cleaners,Utilities,"WYBOTICS CO.,LTD",us
1623238891,com.lionsbot.lionsclean.v2,LionsClean V2,Lifestyle,LIONSBOT INTERNATIONAL PTE. LTD.,us
1596705660,com.boxin.toppersapp,TOPPERS,Lifestyle,"Shen Zhen 3i Robotics Co., Ltd.",cn
1438424530,com.perform.TennibotReact,Tennibot,Sports,Tennibot LLC,cn
1486555370,com.cooingdv.KYFPV,KY FPV,Entertainment,"shenzhen cooingdv technology co.,ltd.",cn
6503343866,com.lcfld.pihotgo,PiHOT Go,Utilities,文 张,cn
6744430131,com.hypershell.HypershellChina,Hypershell+,Health & Fitness,"Jike Technology (Shanghai) Co., Ltd",cn
1469182460,cc.robart.RobConnect-production,ROB-Connect,Lifestyle,Robart GmbH,cn
1347086826,com.youren.psnkPro,Proscenic Robotic,Utilities,"Proscenic Science and technology co., Ltd",jp
1447799998,com.youren.sencorRobotics,SENCOR Robotics,Utilities,"Guangzhou Haocheng Intelligent Technology Co.,Ltd.",jp
6743963065,com.fairland.igarden.connector,iGarden Robotics,Lifestyle,"FAIRLAND HOLDINGS CO.,LTD",jp
6475812577,com.ursrobot.nexmowapp2,NEXMOW 2.0,Utilities,URSrobot AI Inc.,jp
1451622434,com.cub-cadet.app,CubCadet XR 2.0,Lifestyle,F ROBOTICS ACQUISTIONS LTD,de
1456753048,com.imaginae.aquatron.bwt,BWT RC,Utilities,BWT ROBOTICS POOL & SPA LTD,de
1137724381,com.aquatron,Aquabot RC,Utilities,BWT ROBOTICS POOL & SPA LTD,de
1566691900,com.ruike.bwineDrone,Bwine Drone,Utilities,"Shenzhen Coolle Chaowan Technology Co.,Ltd.",de
1566047191,com.lcfld.hasakeeq10,HASAKEE Q10,Entertainment,文 张,de
1528124556,com.beko.robot,Beko Robot,Utilities,Arcelik A.S.,fr
1534684645,com.hobottek.legee7,HOBOT LEGEE,Utilities,Hobot Technology Inc.,gb
1607251947,io.fieldbots.app,FieldBots,Utilities,FieldBots GmbH,gb
1521642059,com.yg-ai.Redmond,REDMOND Robot,Lifestyle,Shenzhen Yugong Technology Co. Ltd.,gb
6450160038,com.sumter.easy.home.tlG1,TIDY LIVING,Utilities,"Shen Zhen 3i Robotics Co., Ltd.",gb
1406110365,com.maytronics.Maytronics-Tech,DolphinTech Plus,Utilities,Maytronics ltd.,gb
6448624054,com.lcfld.app4drc,4DRC Air,Entertainment,文 张,gb
6503038932,com.fjdynamics.mower,FJD Landscaping,Utilities,VIRTUX INNOVATIONS PTE. LTD.,gb
1522878874,com.stiga.frontmowertractor,STIGA.GO,Utilities,STIGA S.p.A.,gb
6744643064,com.robolta.iot,Robolta,Utilities,Yellow Sky Web Solutions,gb
6636480484,com.octiva.app,Octiva,Productivity,Octiva Development,gb
1261721672,com.maytronic.pentair,Prowler 930 – Kreepy Krauly,Lifestyle,Maytronics ltd.,gb
1578114382,com.woqidai.hs7200g,Ophelia FLY,Entertainment,"HOLY STONE TECHNOLOGY  Co.,Ltd.",gb
1462598241,com.lobot.LobotBit,Wonderbit,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
1372538627,com.maytronics.Maytronics,MyDolphin Plus,Utilities,Maytronics ltd.,us
1445966312,com.mideaclean.rc,eureka robot,Lifestyle,"Robozone Technology Co.,Ltd.",us
1630318116,com.wyindustry.winnygo,WYBOT,Lifestyle,"WYBOTICS CO.,LTD",us
6474955418,com.aiper.link,Aiper,Lifestyle,AIPER GLOBAL PTE. LTD.,us
6443747952,com.hanyang.yarbo,Yarbo,Utilities,Yarbo Inc.,us
6451108638,com.xingmai.tech,Beatbot,Utilities,"Xingmai Innovation Technology (Suzhou) Co., Ltd.",us
861891386,com.hippotec.maytronics,MyDolphin,Utilities,Maytronics ltd.,us
1579835325,com.gaussian.gsbot,Gausium Mobile,Utilities,"Shanghai Gaussian Automation Technology Development Co., Ltd.",us
6741397418,com.tarracor.tarrabotPro,TarraBot Pro,Utilities,Tarracor Robotics Limited,us
1440552301,com.whalesbot.games,WhalesBot,Education,"WhalesBot Technology (Shanghai) Co., Ltd.",us
1592619725,com.mzzh.obode,obode Life,Lifestyle,"Robozone Technology Co.,Ltd.",us
1563873038,com.smartwidgetlabs.robot,iVacuum Cleaner Robot Control,Utilities,SMART WIDGET LABS COMPANY LIMITED,us
1587770267,com.matician.maticianapp,Matic Robots,Lifestyle,"Matician, Inc.",us
1644300826,com.hxh.vacuum,Robot iVacuum: Home Cleaning,Utilities,Hoa Huynh,us
1603182509,com.teendow.smart,Teendow,Utilities,"Weizhisheng TECHNOLOGY (Shenzhen) Co., Ltd.",us
1614185542,com.airrobo.iot,AIRROBO,Utilities,UBTECH ROBOTICS CORP,us
1479399330,com.mellerwere.city,Mellerware,Utilities,"Engineering and Technology for Life, SL",us
1564419343,com.dreame.smarthome,Dreamehome,Utilities,"Dreame Innovation Technology (Suzhou) Co., Ltd.",us
1329458504,com.eco.global.app,ECOVACS HOME,Lifestyle,Ecovacs Robotics Inc.,us
1636748263,com.narwal.pita-global,Narwal Freo,Lifestyle,Yunjing Intelligence Innovation Shenzhen Co. Ltd.,us
6736671126,com.braincorp.tennantmobile,Tennant Robotics,Business,Brain Corp,us
1510062356,com.ilife.global.aliyun,ILIFEHOME,Utilities,SHENZHEN ZHIYI TECHNOLOGY CO.LTD,us
6743963065,com.fairland.igarden.connector,iGarden Robotics,Lifestyle,"FAIRLAND HOLDINGS CO.,LTD",us
6466156002,cn.com.epro.sweeper1,Dirt Devil Clean,Lifestyle,Shenzhen Epro Software Co. Ltd,us
6453023647,com.keenon.mobile,Keenon Robotics,Utilities,Keenon,us
6505017500,com.nilfiskrobotics.app,Nilfisk Robotics,Lifestyle,LIONSBOT INTERNATIONAL PTE. LTD.,us
1623238891,com.lionsbot.lionsclean.v2,LionsClean V2,Lifestyle,LIONSBOT INTERNATIONAL PTE. LTD.,us
1548416485,com.lge.companion.cloudStation,CLOi Station,Business,Bearrobotics Inc,us
1607251947,io.fieldbots.app,FieldBots,Utilities,FieldBots GmbH,us
1508972930,com.keyitech.Brain,ClicBot,Entertainment,"Beijing KEYi Technology Co., Ltd.",gb
1578410337,com.pilotlab.scout,Moorebot Scout,Utilities,"Pilot Laboratories, Inc.",gb
1406110365,com.maytronics.Maytronics-Tech,DolphinTech Plus,Utilities,Maytronics ltd.,gb
1518225916,com.consequentialrobotics.miro,MIRO,Education,Consequential Robotics Ltd,gb
6752745709,com.wyindustry.pozie,POZIE Robot Cleaners,Utilities,"WYBOTICS CO.,LTD",gb
6503038932,com.fjdynamics.mower,FJD Landscaping,Utilities,VIRTUX INNOVATIONS PTE. LTD.,gb
1534684645,com.hobottek.legee7,HOBOT LEGEE,Utilities,Hobot Technology Inc.,gb
